Column1,productname,productsubname,productprice,productactualprice,Discount
1586,TSS Originals: Furious Dragon,Oversized Polos,2530,2530,0.00%
1587,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1588,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1589,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,2125,16.68%
1590,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1591,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1592,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1593,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1594,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1595,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1596,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1597,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1598,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1599,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1600,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1601,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1602,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1603,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1604,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1605,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1606,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1607,Solids: White,T-Shirts,1687,1687,0.00%
1608,Solids: Black,T-Shirts,1687,1687,0.00%
1609,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1610,TSS Originals: Furious Dragon,Oversized Polos,2530,2530,0.00%
1611,Solids: Pale Purple,Oversized T-Shirts,2108,2636,20.02%
1612,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1613,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1614,Solids: Dusty Rose,Oversized T-Shirts,2108,3013,30.03%
1615,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1616,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1617,Solids: White & Berry Colourblock,Oversized Polos,2277,3254,30.03%
1618,TSS Originals: Peace,Oversized T-Shirts,2277,3254,30.03%
1619,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1620,Solids: Navy Blue,T-Shirts,1771,2501,29.19%
1621,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1622,Solids: Brown Sugar,Oversized T-Shirts,2108,3013,30.03%
1623,Solids: Deep Lavender,T-Shirts,1771,2657,33.36%
1624,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1625,Supima: Stone Brown,Supima T-Shirts,2446,3808,35.77%
1626,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1627,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1628,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1629,Solids: Eggshell White,Oversized T-Shirts,2108,3013,30.03%
1630,Solids: Black,Oversized T-Shirts,2108,2636,20.02%
1631,Solids: White,T-Shirts,1687,2532,33.39%
1632,Solids: Black,T-Shirts,1687,1687,0.00%
1633,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1634,TSS Originals: Furious Dragon,Oversized Polos,2530,3375,25.03%
1635,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1636,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1637,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,2214,20.02%
1638,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1639,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,3938,40.04%
1640,Solids: Dark Purple,Oversized T-Shirts,2108,3164,33.36%
1641,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1642,TSS Originals: Peace,Oversized T-Shirts,2277,3216,29.19%
1643,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1644,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1645,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1646,Solids: Brown Sugar,Oversized T-Shirts,2108,2977,29.19%
1647,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1648,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1649,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1650,Supima: Sparkling Orange,Supima T-Shirts,2446,3495,30.03%
1651,Supima: Dark Grey,Supima T-Shirts,2446,3114,21.46%
1652,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1653,Solids: Eggshell White,Oversized T-Shirts,2108,3013,30.03%
1654,Solids: Black,Oversized T-Shirts,2108,3692,42.89%
1655,Solids: White,T-Shirts,1687,1687,0.00%
1656,Solids: Black,T-Shirts,1687,1687,0.00%
1657,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1658,TSS Originals: Furious Dragon,Oversized Polos,2530,4219,40.04%
1659,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1660,Solids: Navy Blue,Oversized T-Shirts,2108,2812,25.03%
1661,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1662,Solids: Dusty Rose,Oversized T-Shirts,2108,2530,16.68%
1663,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1664,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1665,Solids: White & Berry Colourblock,Oversized Polos,2277,3254,30.03%
1666,TSS Originals: Peace,Oversized T-Shirts,2277,3254,30.03%
1667,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,2425,20.02%
1668,Solids: Navy Blue,T-Shirts,1771,2501,29.19%
1669,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1670,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1671,Solids: Deep Lavender,T-Shirts,1771,2362,25.03%
1672,Supima: Soft Blue,Supima T-Shirts,2446,3114,21.46%
1673,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1674,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1675,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1676,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1677,Solids: Eggshell White,Oversized T-Shirts,2108,2812,25.03%
1678,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1679,Solids: White,T-Shirts,1687,1687,0.00%
1680,Solids: Black,T-Shirts,1687,1687,0.00%
1681,Solids: Off White,Oversized T-Shirts,2108,3013,30.03%
1682,TSS Originals: Furious Dragon,Oversized Polos,2530,3616,30.03%
1683,Solids: Pale Purple,Oversized T-Shirts,2108,2636,20.02%
1684,Solids: Navy Blue,Oversized T-Shirts,2108,3013,30.03%
1685,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1686,Solids: Dusty Rose,Oversized T-Shirts,2108,3013,30.03%
1687,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,3545,33.39%
1688,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1689,Solids: White & Berry Colourblock,Oversized Polos,2277,3037,25.03%
1690,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1691,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1692,Solids: Navy Blue,T-Shirts,1771,2255,21.46%
1693,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1694,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1695,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1696,Supima: Soft Blue,Supima T-Shirts,2446,3058,20.02%
1697,Supima: Stone Brown,Supima T-Shirts,2446,3082,20.65%
1698,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1699,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1700,Supima: Soft Pink,Supima T-Shirts,2446,3090,20.85%
1701,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1702,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1703,Solids: White,T-Shirts,1687,2531,33.36%
1704,Solids: Black,T-Shirts,1687,1687,0.00%
1705,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1706,TSS Originals: Furious Dragon,Oversized Polos,2530,2530,0.00%
1707,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1708,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1709,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1710,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1711,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1712,Solids: Dark Purple,Oversized T-Shirts,2108,3895,45.87%
1713,Solids: White & Berry Colourblock,Oversized Polos,2277,3797,40.04%
1714,TSS Originals: Peace,Oversized T-Shirts,2277,3797,40.04%
1715,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1716,Solids: Navy Blue,T-Shirts,1771,4140,57.22%
1717,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1718,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1719,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1720,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1721,Supima: Stone Brown,Supima T-Shirts,2446,3058,20.02%
1722,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1723,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1724,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1725,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1726,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1727,Solids: White,T-Shirts,1687,1687,0.00%
1728,Solids: Black,T-Shirts,1687,1687,0.00%
1729,Solids: Off White,Oversized T-Shirts,2108,3245,35.04%
1730,TSS Originals: Furious Dragon,Oversized Polos,2530,3895,35.04%
1731,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1732,Solids: Navy Blue,Oversized T-Shirts,2108,2530,16.68%
1733,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1734,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1735,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1736,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1737,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1738,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1739,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1740,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1741,Solids: Off-White,Oversized Polos,2361,4297,45.05%
1742,Solids: Brown Sugar,Oversized T-Shirts,2108,3165,33.39%
1743,Solids: Deep Lavender,T-Shirts,1771,2362,25.03%
1744,Supima: Soft Blue,Supima T-Shirts,2446,3495,30.03%
1745,Supima: Stone Brown,Supima T-Shirts,2446,3495,30.03%
1746,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1747,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1748,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1749,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1750,Solids: Black,Oversized T-Shirts,2108,3164,33.36%
1751,Solids: White,T-Shirts,1687,1687,0.00%
1752,Solids: Black,T-Shirts,1687,2893,41.70%
1753,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1754,TSS Originals: Furious Dragon,Oversized Polos,2530,3895,35.04%
1755,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1756,Solids: Navy Blue,Oversized T-Shirts,2108,2741,23.09%
1757,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1758,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1759,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,3150,25.03%
1760,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1761,Solids: White & Berry Colourblock,Oversized Polos,2277,3906,41.70%
1762,TSS Originals: Peace,Oversized T-Shirts,2277,3417,33.36%
1763,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,3327,41.70%
1764,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1765,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1766,Solids: Brown Sugar,Oversized T-Shirts,2108,3013,30.03%
1767,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1768,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1769,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1770,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1771,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1772,Supima: Soft Pink,Supima T-Shirts,2446,4195,41.70%
1773,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1774,Solids: Black,Oversized T-Shirts,2108,3013,30.03%
1775,Solids: White,T-Shirts,1687,3116,45.87%
1776,Solids: Black,T-Shirts,1687,2531,33.36%
1777,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1778,TSS Originals: Furious Dragon,Oversized Polos,2530,3221,21.46%
1779,Solids: Pale Purple,Oversized T-Shirts,2108,3516,40.04%
1780,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1781,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,2954,40.04%
1782,Solids: Dusty Rose,Oversized T-Shirts,2108,3013,30.03%
1783,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,3543,33.36%
1784,Solids: Dark Purple,Oversized T-Shirts,2108,3694,42.92%
1785,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1786,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1787,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,3885,50.07%
1788,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1789,Solids: Off-White,Oversized Polos,2361,3149,25.02%
1790,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1791,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1792,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1793,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1794,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1795,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1796,Supima: Soft Pink,Supima T-Shirts,2446,4079,40.04%
1797,Solids: Eggshell White,Oversized T-Shirts,2108,3616,41.70%
1798,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1799,Solids: White,T-Shirts,1687,2531,33.36%
1800,Solids: Black,T-Shirts,1687,3378,50.07%
1801,Solids: Off White,Oversized T-Shirts,2108,3013,30.03%
1802,TSS Originals: Furious Dragon,Oversized Polos,2530,3895,35.04%
1803,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1804,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1805,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,2954,40.04%
1806,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1807,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1808,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1809,Solids: White & Berry Colourblock,Oversized Polos,2277,3417,33.36%
1810,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1811,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,2470,21.46%
1812,Solids: Navy Blue,T-Shirts,1771,2531,30.03%
1813,Solids: Off-White,Oversized Polos,2361,3271,27.81%
1814,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1815,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1816,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1817,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1818,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1819,Supima: Dark Grey,Supima T-Shirts,2446,3495,30.03%
1820,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1821,Solids: Eggshell White,Oversized T-Shirts,2108,3013,30.03%
1822,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1823,Solids: White,T-Shirts,1687,1687,0.00%
1824,Solids: Black,T-Shirts,1687,1687,0.00%
1825,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1826,TSS Originals: Furious Dragon,Oversized Polos,2530,5065,50.05%
1827,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1828,Solids: Navy Blue,Oversized T-Shirts,2108,2812,25.03%
1829,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1830,Solids: Dusty Rose,Oversized T-Shirts,2108,2812,25.03%
1831,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,3676,35.77%
1832,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1833,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1834,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1835,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,2986,35.04%
1836,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1837,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1838,Solids: Brown Sugar,Oversized T-Shirts,2108,2812,25.03%
1839,Solids: Deep Lavender,T-Shirts,1771,3103,42.92%
1840,Supima: Soft Blue,Supima T-Shirts,2446,3765,35.04%
1841,Supima: Stone Brown,Supima T-Shirts,2446,3454,29.19%
1842,Supima: Sparkling Orange,Supima T-Shirts,2446,4195,41.70%
1843,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1844,Supima: Soft Pink,Supima T-Shirts,2446,3808,35.77%
1845,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1846,Solids: Black,Oversized T-Shirts,2108,3837,45.05%
1847,Solids: White,T-Shirts,1687,1687,0.00%
1848,Solids: Black,T-Shirts,1687,2596,35.04%
1849,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1850,TSS Originals: Furious Dragon,Oversized Polos,2530,2530,0.00%
1851,Solids: Pale Purple,Oversized T-Shirts,2108,4221,50.05%
1852,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1853,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1854,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1855,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,3150,25.03%
1856,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1857,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1858,TSS Originals: Peace,Oversized T-Shirts,2277,2847,20.02%
1859,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1860,Solids: Navy Blue,T-Shirts,1771,3223,45.05%
1861,Solids: Off-White,Oversized Polos,2361,3635,35.04%
1862,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1863,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1864,Supima: Soft Blue,Supima T-Shirts,2446,4079,40.04%
1865,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1866,Supima: Sparkling Orange,Supima T-Shirts,2446,3262,25.03%
1867,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1868,Supima: Soft Pink,Supima T-Shirts,2446,3670,33.36%
1869,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1870,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1871,Solids: White,T-Shirts,1687,2410,30.03%
1872,Solids: Black,T-Shirts,1687,1687,0.00%
1873,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1874,TSS Originals: Furious Dragon,Oversized Polos,2530,3895,35.04%
1875,Solids: Pale Purple,Oversized T-Shirts,2108,3013,30.03%
1876,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1877,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,3272,45.87%
1878,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1879,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,3635,35.04%
1880,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1881,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1882,TSS Originals: Peace,Oversized T-Shirts,2277,3189,28.61%
1883,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1884,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1885,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1886,Solids: Brown Sugar,Oversized T-Shirts,2108,3516,40.04%
1887,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1888,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1889,Supima: Stone Brown,Supima T-Shirts,2446,3495,30.03%
1890,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1891,Supima: Dark Grey,Supima T-Shirts,2446,3426,28.61%
1892,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1893,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1894,Solids: Black,Oversized T-Shirts,2108,3013,30.03%
1895,Solids: White,T-Shirts,1687,1687,0.00%
1896,Solids: Black,T-Shirts,1687,1687,0.00%
1897,Solids: Off White,Oversized T-Shirts,2108,3619,41.74%
1898,TSS Originals: Furious Dragon,Oversized Polos,2530,2530,0.00%
1899,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1900,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1901,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1902,Solids: Dusty Rose,Oversized T-Shirts,2108,3619,41.74%
1903,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1904,Solids: Dark Purple,Oversized T-Shirts,2108,2812,25.02%
1905,Solids: White & Berry Colourblock,Oversized Polos,2277,3254,30.03%
1906,TSS Originals: Peace,Oversized T-Shirts,2277,3505,35.04%
1907,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1908,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1909,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1910,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1911,Solids: Deep Lavender,T-Shirts,1771,2954,40.04%
1912,Supima: Soft Blue,Supima T-Shirts,2446,3765,35.04%
1913,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1914,Supima: Sparkling Orange,Supima T-Shirts,2446,3495,30.03%
1915,Supima: Dark Grey,Supima T-Shirts,2446,2446,0.00%
1916,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1917,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1918,Solids: Black,Oversized T-Shirts,2108,3013,30.03%
1919,Solids: White,T-Shirts,1687,1687,0.00%
1920,Solids: Black,T-Shirts,1687,2410,30.03%
1921,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1922,TSS Originals: Furious Dragon,Oversized Polos,2530,5067,50.07%
1923,Solids: Pale Purple,Oversized T-Shirts,2108,2108,0.00%
1924,Solids: Navy Blue,Oversized T-Shirts,2108,2108,0.00%
1925,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1926,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1927,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2952,20.02%
1928,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1929,Solids: White & Berry Colourblock,Oversized Polos,2277,2277,0.00%
1930,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1931,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,2986,35.04%
1932,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1933,Solids: Off-White,Oversized Polos,2361,2361,0.00%
1934,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1935,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1936,Supima: Soft Blue,Supima T-Shirts,2446,3670,33.36%
1937,Supima: Stone Brown,Supima T-Shirts,2446,4079,40.04%
1938,Supima: Sparkling Orange,Supima T-Shirts,2446,2446,0.00%
1939,Supima: Dark Grey,Supima T-Shirts,2446,3765,35.04%
1940,Supima: Soft Pink,Supima T-Shirts,2446,2446,0.00%
1941,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1942,Solids: Black,Oversized T-Shirts,2108,2108,0.00%
1943,Solids: White,T-Shirts,1687,2410,30.03%
1944,Solids: Black,T-Shirts,1687,1687,0.00%
1945,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1946,TSS Originals: Furious Dragon,Oversized Polos,2530,2530,0.00%
1947,Solids: Pale Purple,Oversized T-Shirts,2108,3013,30.03%
1948,Solids: Navy Blue,Oversized T-Shirts,2108,3013,30.03%
1949,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1950,Solids: Dusty Rose,Oversized T-Shirts,2108,4220,50.04%
1951,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,4297,45.05%
1952,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1953,Solids: White & Berry Colourblock,Oversized Polos,2277,2847,20.02%
1954,TSS Originals: Peace,Oversized T-Shirts,2277,2277,0.00%
1955,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,1940,0.00%
1956,Solids: Navy Blue,T-Shirts,1771,1771,0.00%
1957,Solids: Off-White,Oversized Polos,2361,4727,50.05%
1958,Solids: Brown Sugar,Oversized T-Shirts,2108,2108,0.00%
1959,Solids: Deep Lavender,T-Shirts,1771,1771,0.00%
1960,Supima: Soft Blue,Supima T-Shirts,2446,2446,0.00%
1961,Supima: Stone Brown,Supima T-Shirts,2446,2446,0.00%
1962,Supima: Sparkling Orange,Supima T-Shirts,2446,3765,35.04%
1963,Supima: Dark Grey,Supima T-Shirts,2446,3495,30.03%
1964,Supima: Soft Pink,Supima T-Shirts,2446,3495,30.03%
1965,Solids: Eggshell White,Oversized T-Shirts,2108,2108,0.00%
1966,Solids: Black,Oversized T-Shirts,2108,3164,33.37%
1967,Solids: White,T-Shirts,1687,2813,40.04%
1968,Solids: Black,T-Shirts,1687,2109,20.02%
1969,Solids: Off White,Oversized T-Shirts,2108,2108,0.00%
1970,TSS Originals: Furious Dragon,Oversized Polos,2530,2530,0.00%
1971,Solids: Pale Purple,Oversized T-Shirts,2108,3013,30.03%
1972,Solids: Navy Blue,Oversized T-Shirts,2108,2812,25.03%
1973,Classic Sustainable Tee: Coffee Brown,T-Shirts,1771,1771,0.00%
1974,Solids: Dusty Rose,Oversized T-Shirts,2108,2108,0.00%
1975,TSS Originals: Explore The Unseen,Oversized T-Shirts,2361,2361,0.00%
1976,Solids: Dark Purple,Oversized T-Shirts,2108,2108,0.00%
1977,Solids: White & Berry Colourblock,Oversized Polos,2277,3417,33.36%
1978,TSS Originals: Peace,Oversized T-Shirts,2277,3189,28.61%
1979,Classic Sustainable Tee: Charcoal Black,Oversized T-Shirts,1940,2986,35.04%
